State,NSP,Start,Finish,Network_Asset,Impact,Recall,Status
VIC,AusNet,"09/03/2022 06:00
Wednesday","09/03/2022 15:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"10/03/2022 06:00
Thursday","10/03/2022 15:00
Thursday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"16/03/2022 06:00
Wednesday","16/03/2022 13:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"20/04/2022 07:00
Wednesday","20/04/2022 16:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"10/05/2022 07:00
Tuesday","10/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"11/05/2022 07:00
Wednesday","11/05/2022 16:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"12/05/2022 07:00
Thursday","12/05/2022 16:00
Thursday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"13/05/2022 07:00
Friday","13/05/2022 16:00
Friday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"17/05/2022 07:00
Tuesday","17/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"31/05/2022 07:00
Tuesday","31/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"21/11/2021 05:30
Sunday","21/11/2021 18:00
Sunday",Dederang - Wodonga 330 kV Line,"This is a high-impact outage if the forecast temperature at Red Cliffs is greater than 30 deg. C.
This line outage offloads X5 220 kV line. 
Possible load shedding and risk of large reduction in generation in NSW and interconnector capacity between  NSW - Victoria following a credible contingency",Day: 3 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"22/11/2021 05:30
Monday","22/11/2021 18:00
Monday",Dederang - Wodonga 330 kV Line,"This is a high-impact outage if the forecast temperature at Red Cliffs is greater than 30 deg. C.
This line outage offloads X5 220 kV line. 
Possible load shedding and risk of large reduction in generation in NSW and interconnector capacity between  NSW - Victoria following a credible contingency",Day: 3 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"27/11/2021 05:30
Saturday","27/11/2021 18:00
Saturday",Dederang - Wodonga 330 kV Line,"<<NEW since the last notification>>
This is a high-impact outage if the forecast temperature at Red Cliffs is greater than 30 deg. C.
This line outage offloads X5 220 kV line. 
Possible load shedding and risk of large reduction in generation in NSW and interconnector capacity between  NSW - Victoria following a credible contingency",Day: 3 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"29/11/2021 06:30
Monday","29/11/2021 15:30
Monday",Keilor ? Sydenham 500 kV Line,"<<NEW since the last notification>>
This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
? Cause a large reduction in generation in Victoria
? Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 1.5 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"30/11/2021 06:00
Tuesday","01/12/2021 16:00
Wednesday",Heywood 500 kV CB 213,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"02/12/2021 06:00
Thursday","02/12/2021 16:00
Thursday",Heywood No.2 500 kV Bus,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"01/03/2022 06:00
Tuesday","01/03/2022 15:00
Tuesday",Red Cliffs-Wemen 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"01/03/2022 06:00
Tuesday","01/03/2022 15:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"02/03/2022 06:00
Wednesday","02/03/2022 15:00
Wednesday",Red Cliffs-Wemen 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"03/03/2022 06:00
Thursday","03/03/2022 15:00
Thursday",Red Cliffs-Wemen 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"09/03/2022 06:00
Wednesday","09/03/2022 15:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"10/03/2022 06:00
Thursday","10/03/2022 15:00
Thursday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"16/03/2022 06:00
Wednesday","16/03/2022 13:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"20/04/2022 07:00
Wednesday","20/04/2022 16:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"10/05/2022 07:00
Tuesday","10/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"11/05/2022 07:00
Wednesday","11/05/2022 16:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"12/05/2022 07:00
Thursday","12/05/2022 16:00
Thursday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"13/05/2022 07:00
Friday","13/05/2022 16:00
Friday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"17/05/2022 07:00
Tuesday","17/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"31/05/2022 07:00
Tuesday","31/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"21/11/2021 12:51
Sunday","22/11/2021 06:00
Monday",Hazelwood - South Morang No.1 500 kV Line,"<<NEW since the last notification>>
This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
? Cause a large reduction in generation in Victoria
? Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: NA-Night: NA,In Progress - PTR
VIC,AusNet,"22/11/2021 05:30
Monday","22/11/2021 18:00
Monday",Dederang - Wodonga 330 kV Line,"<<This outage has been WITHDRAWN!>>
This is a high-impact outage if the forecast temperature at Red Cliffs is greater than 30 deg. C.
This line outage offloads X5 220 kV line. 
Possible load shedding and risk of large reduction in generation in NSW and interconnector capacity between  NSW - Victoria following a credible contingency",Day: 3 hrs-Night: NA,Withdrawn - UTP
VIC,AusNet,"25/11/2021 05:30
Thursday","25/11/2021 16:30
Thursday",Hazelwood - Loy Yang Power Station No.1 500 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage could cause:
? A large reduction in generation in Victoria
? Load shedding in Victoria",Day: 1 hr-Night: NA,Planned - SUBMIT
VIC,AusNet,"27/11/2021 05:30
Saturday","27/11/2021 18:00
Saturday",Dederang - Wodonga 330 kV Line,"<<NEW since the last notification>>
This is a high-impact outage if the forecast temperature at Red Cliffs is greater than 30 deg. C.
This line outage offloads X5 220 kV line. 
Possible load shedding and risk of large reduction in generation in NSW and interconnector capacity between  NSW - Victoria following a credible contingency",Day: 3 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"28/11/2021 05:30
Sunday","28/11/2021 18:00
Sunday",Dederang - Wodonga 330 kV Line,"<<NEW since the last notification>>
This is a high-impact outage if the forecast temperature at Red Cliffs is greater than 30 deg. C.
This line outage offloads X5 220 kV line. 
Possible load shedding and risk of large reduction in generation in NSW and interconnector capacity between  NSW - Victoria following a credible contingency",Day: 3 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"29/11/2021 05:30
Monday","29/11/2021 18:00
Monday",Dederang - Wodonga 330 kV Line,"<<NEW since the last notification>>
This is a high-impact outage if the forecast temperature at Red Cliffs is greater than 30 deg. C.
This line outage offloads X5 220 kV line. 
Possible load shedding and risk of large reduction in generation in NSW and interconnector capacity between  NSW - Victoria following a credible contingency",Day: 3 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"29/11/2021 06:00
Monday","29/11/2021 16:00
Monday",Sydenham No.2 500 kV Bus,"<<NEW since the last notification>>
This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
? Cause a large reduction in generation in Victoria
? Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 1.5 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"30/11/2021 06:00
Tuesday","01/12/2021 16:00
Wednesday",Heywood No.2 500 kV Bus,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"02/12/2021 06:00
Thursday","02/12/2021 16:00
Thursday",Heywood No.2 500 kV Bus,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
? Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
? Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"06/12/2021 05:30
Monday","06/12/2021 15:30
Monday",Moorabool?Sydenham No.1 500 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage may require market intervention through issuing of directions",Day: 2 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"07/12/2021 05:30
Tuesday","07/12/2021 15:30
Tuesday",Moorabool?Sydenham No.1 500 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage may require market intervention through issuing of directions",Day: 2 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"08/12/2021 05:30
Wednesday","08/12/2021 15:30
Wednesday",Moorabool?Sydenham No.1 500 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage may require market intervention through issuing of directions",Day: 2 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"09/12/2021 05:30
Thursday","09/12/2021 15:30
Thursday",Moorabool?Sydenham No.1 500 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage may require market intervention through issuing of directions",Day: 2 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"10/12/2021 05:30
Friday","10/12/2021 15:30
Friday",Moorabool?Sydenham No.1 500 kV Line,"<<NEW since the last notification>>
A credible contingency event during this planned outage may require market intervention through issuing of directions",Day: 2 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"01/03/2022 06:00
Tuesday","01/03/2022 15:00
Tuesday",Red Cliffs-Wemen 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"01/03/2022 06:00
Tuesday","01/03/2022 15:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"02/03/2022 06:00
Wednesday","02/03/2022 15:00
Wednesday",Red Cliffs-Wemen 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"03/03/2022 06:00
Thursday","03/03/2022 15:00
Thursday",Red Cliffs-Wemen 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"09/03/2022 06:00
Wednesday","09/03/2022 15:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"10/03/2022 06:00
Thursday","10/03/2022 15:00
Thursday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"16/03/2022 06:00
Wednesday","16/03/2022 13:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"20/04/2022 07:00
Wednesday","20/04/2022 16:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"10/05/2022 07:00
Tuesday","10/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"11/05/2022 07:00
Wednesday","11/05/2022 16:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"12/05/2022 07:00
Thursday","12/05/2022 16:00
Thursday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"13/05/2022 07:00
Friday","13/05/2022 16:00
Friday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"17/05/2022 07:00
Tuesday","17/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"31/05/2022 07:00
Tuesday","31/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 řC
A credible contingency event during this planned outage may require: 
? Load shedding in the Victorian outer grid
? Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"13/12/2021 05:31
Monday","13/12/2021 15:30
Monday",MooraboolSydenham No.2 500 kV Line,"<<UPDATED since the last notification>>
A credible contingency event during this planned outage may require market intervention through issuing of directions",Day: 2 hrs-Night: NA,In Progress - PTP
VIC,AusNet,"14/12/2021 05:30
Tuesday","14/12/2021 15:30
Tuesday",MooraboolSydenham No.2 500 kV Line,A credible contingency event during this planned outage may require market intervention through issuing of directions,Day: 2 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"15/12/2021 05:30
Wednesday","15/12/2021 15:30
Wednesday",MooraboolSydenham No.2 500 kV Line,A credible contingency event during this planned outage may require market intervention through issuing of directions,Day: 2 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"16/12/2021 05:30
Thursday","16/12/2021 15:30
Thursday",MooraboolSydenham No.2 500 kV Line,A credible contingency event during this planned outage may require market intervention through issuing of directions,Day: 2 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"17/12/2021 05:30
Friday","17/12/2021 15:30
Friday",MooraboolSydenham No.2 500 kV Line,"<<This outage has been WITHDRAWN!>>
A credible contingency event during this planned outage may require market intervention through issuing of directions",Day: 2 hrs-Night: NA,Withdrawn
VIC,AusNet,"20/12/2021 06:30
Monday","20/12/2021 15:30
Monday",Sydenham No.2 500 kV Bus,"<<NEW since the last notification>>
This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 1.5 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"01/03/2022 06:00
Tuesday","01/03/2022 15:00
Tuesday",Red Cliffs-Wemen 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT
VIC,AusNet,"01/03/2022 06:00
Tuesday","01/03/2022 15:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT
VIC,AusNet,"02/03/2022 06:00
Wednesday","02/03/2022 15:00
Wednesday",Red Cliffs-Wemen 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT
VIC,AusNet,"03/03/2022 06:00
Thursday","03/03/2022 15:00
Thursday",Red Cliffs-Wemen 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT
VIC,AusNet,"09/03/2022 06:00
Wednesday","09/03/2022 15:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT
VIC,AusNet,"10/03/2022 06:00
Thursday","10/03/2022 15:00
Thursday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT
VIC,AusNet,"16/03/2022 06:00
Wednesday","16/03/2022 13:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT
VIC,AusNet,"20/04/2022 07:00
Wednesday","20/04/2022 16:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT
VIC,AusNet,"10/05/2022 07:00
Tuesday","10/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT
VIC,AusNet,"11/05/2022 07:00
Wednesday","11/05/2022 16:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT
VIC,AusNet,"12/05/2022 07:00
Thursday","12/05/2022 16:00
Thursday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT
VIC,AusNet,"13/05/2022 07:00
Friday","13/05/2022 16:00
Friday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT
VIC,AusNet,"17/05/2022 07:00
Tuesday","17/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT
VIC,AusNet,"31/05/2022 07:00
Tuesday","31/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT
