Event_ID,Database,ID,Date/Time,Nearest_town,State,Latitude,Longitude,Comments
31887,Rain,3776,13/03/2011 4:40,ELTHAM NORTH,VIC,-37.7003,145.1345,Some drains briefly overflowed and minor flooding of roads. Possible brief burst of small hail.%D
31887,Rain,3771,13/03/2011 4:50,MILL PARK,VIC,-37.6728,145.061,
31889,Rain,3772,25/11/2010 7:42,Seymour,VIC,-37.02,145.11,10.2mm in 4 minutes.
31890,Hail,3248,9/09/2010 0:00,MIRRANATWA,VIC,-37.4091,142.4113,Leaves stripped off trees.
31892,Wind,5951,12/11/2010 6:00,NEWHAVEN,VIC,-38.5145,145.3563,Reported a tornado but photograph provided shows a weak gust front.
31893,Rain,3773,3/12/2010 0:00,MITTA MITTA,VIC,-36.7967,147.525,Max rain rate: 270mm/hr.%D Drains overflowing. Paddocks underwater. Mudslides reported.
31894,Hail,3249,3/12/2010 4:00,SIMPSON,VIC,-38.5708,143.3289,Located 9km southwest of Simpson.
31894,Rain,3774,3/12/2010 4:00,SIMPSON,VIC,-38.5708,143.3289,Located 9km southwest of Simpson. Hail also reported.
31895,Rain,3775,4/02/2011 7:40,WYNDHAM VALE,VIC,-37.8644,144.6013,"VERY heavy rainfall, Roads unpassable, floodways flooded, lollipop creek flooded, Significant amount of cloud to ground lightning."
31896,Wind,5952,13/11/2010 4:00,WANGANDARY,VIC,-36.3315,146.2401,Possible microburst embedded in first thunderstorm to hit Walker Road Wangandary (West of Wangaratta). %D Brought down several trees etc mainly on fences (around 10) several linbs
31898,Tornado,1130,4/09/2010 7:00,Broadford,VIC,-37.216,145.1053,Spotter observed funnel cloud. Sent in photo of trees uprooted. Investigation of radar indicates tornado was likely due to low-level vorticity as no meso-cyclone evident on radar.
31899,Hail,3748,28/09/2011 2:30,Lindsay Point,VIC,-34.1569,141.157,Golf ball size hail over Old Male Road between Lindsay Point and Marbin West. Damage to cars.
31899,Hail,3749,28/09/2011 3:40,OUYEN,VIC,-35.069,142.3161,Right moving supercell component of Lindsay Point storm (Hail ID: 3748)
31900,Rain,4118,28/09/2011 5:30,GISBORNE,VIC,-37.4902,144.5896,Flash flooding leading to flooding of shops.
31900,Rain,4119,28/09/2011 5:40,MELBOURNE,VIC,-37.8436,144.974,Water over curbs in Melbourne CBD corner of Swanston and Bourke Streets.
31901,Hail,3750,28/09/2011 2:30,SHEPPARTON,VIC,-36.3818,145.4024,Decent size hail near Shepparton.
31902,Tornado,1190,1/10/2011 13:45,MANSFIELD,VIC,-37.0561,146.0867,
31903,Rain,4120,6/10/2011 4:30,THORPDALE,VIC,-38.3249,146.2082,Exceeded 30 minute duration 10 year Average Recurrence Interval.
31904,Rain,4121,6/10/2011 8:30,GISBORNE,VIC,-37.4902,144.5896,Flash flooding reported in Gisborne township with street drains blocked.%D Estimated (Rainfields) suggested 26mm in 1 hour which exceeds 1 Hour Duration 10 Year Average Recurrence Interval.
31905,Hail,3751,22/10/2011 4:10,BALLARAT,VIC,-37.5615,143.853,2 to 3 cm hail reported just west of Ballarat.
31905,Rain,4122,22/10/2011 4:10,BALLARAT,VIC,-37.5615,143.853,Lots of water over road reported.
31905,Hail,3787,22/10/2012 6:30,MARONG,VIC,-36.7507,144.0457,photo of hail sent in
31906,Wind,6538,22/10/2011 6:00,BENDIGO,VIC,-36.7625,144.2777,Strong winds reported. Some trees down.
31906,Rain,4123,22/10/2011 6:00,BENDIGO,VIC,-36.7625,144.2777,Water over road reported.
31907,Rain,4124,28/10/2011 5:45,BROOKLYN,VIC,-37.8141,144.8395,Rainfall exceeds 20 minute duration 10 year Average Recurrence Interval.
31907,Wind,6539,28/10/2011 6:00,WARRANDYTE,VIC,-37.7394,145.2216,Powerlines down.
31907,Wind,6540,28/10/2011 6:00,ROSEBUD,VIC,-38.3571,144.917,Powerlines down.
31907,Wind,6541,28/10/2011 6:00,FRANKSTON,VIC,-38.1598,145.1338,Powerlines down.
31907,Wind,6542,28/10/2011 6:00,SEAFORD,VIC,-38.1065,145.1306,Powerlines down.
31907,Wind,6543,28/10/2011 6:00,WOODLEIGH,VIC,-38.4011,145.6452,Powerlines down.
31907,Tornado,1191,28/10/2011 7:00,YARRA GLEN,VIC,-37.6604,145.3731,Funnel cloud / possible tornado near Yarra Glen. Flanking Line and Wall Cloud reported.
31908,Wind,6544,9/11/2011 7:50,SOMERVILLE,VIC,-38.228,145.1755,
31908,Rain,4125,9/11/2011 7:50,SOMERVILLE,VIC,-38.228,145.1755,
31909,Rain,4126,9/11/2011 8:00,ELWOOD,VIC,-37.8851,144.985,Small hail also reported.
31909,Rain,4127,9/11/2011 8:00,BENTLEIGH EAST,VIC,-37.9226,145.0659,Recorded on Oregon Scientific WMR918 weather station. Rainfall amount exceeds the 10 year Average Recurrence Interval.
31909,Rain,4128,9/11/2011 8:00,BEAUMARIS,VIC,-37.9843,145.0415,Rainfall amount exceeds the 10 year Average Recurrence Interval.
31909,Wind,6545,9/11/2011 8:15,PAKENHAM,VIC,-38.0773,145.4779,Leaf/tree litter over road.
31909,Hail,3752,9/11/2011 8:15,PAKENHAM,VIC,-38.0773,145.4779,Leaf/tree litter on road. Intense hail reported.
31909,Rain,4129,9/11/2011 8:15,PAKENHAM,VIC,-38.0773,145.4779,
31910,Wind,6546,9/11/2011 3:00,PORT FAIRY,VIC,-38.3862,142.2309,Wind gust associated with discrete thunderstorm cell.
31910,Rain,4130,9/11/2011 3:00,PORT FAIRY,VIC,-38.3862,142.2309,
31910,Wind,6547,9/11/2011 4:22,CAPE OTWAY LIGHTHOUSE,VIC,-38.8583,143.5105,Wind gust associated with thunderstorm outflow.
31911,Wind,6569,9/11/2011 1:00,BELLBRIDGE,VIC,-36.0995,147.0611,Uprooted trees. 2 houses damaged. Possible tornado!
31911,Wind,6548,9/11/2011 1:50,WODONGA,VIC,-36.1265,146.8833,"12 properties damages, building damage, trees down. Path width 100m - possible tornado!"
31912,Wind,6549,9/11/2011 7:30,NEWSTEAD,VIC,-37.1089,144.0628,Trees down - Road blocked. Straight line winds.
31913,Rain,4131,25/11/2011 10:30,BEULAH WEST,VIC,-35.9349,142.2782,Site number 077082
31915,Wind,6550,29/11/2011 6:15,LATROBE VALLEY AERODROME,VIC,-38.2122,146.4746,Storms moving through YLTV. AWS gusting 66kt (122km/hr)
31916,Hail,3753,10/11/2011 6:20,KORUMBURRA,VIC,-38.4273,145.82, Large enough to smash perspex Estimates 3-5cm.
31917,Wind,6551,17/12/2011 4:40,DERGHOLM,VIC,-37.3722,141.2924,Gusty ENE winds with heavy rainfall. %D Nearby Casterton AWS reported 360/20g34kts.
31918,Rain,4133,10/12/2011 6:00,WANGARATTA,VIC,-36.3608,146.3112,Rain measured by spotter at Oxley Flats to SE of Wangaratta
31919,Rain,4134,16/12/2011 6:45,TONGIO,VIC,-37.2125,147.7179,Small hail 1cm in diameter also reported
31920,Rain,4135,25/11/2011 23:45,KEW,VIC,-37.8102,145.0279,
31920,Rain,4136,25/11/2011 23:50,NORTHCOTE,VIC,-37.7746,145.0027,
31921,Wind,6552,9/11/2011 10:00,BUXTON,VIC,-37.423,145.7082,Highly localised damage (~2km x 1lm). Tree branches snapped and trees uprooted. Shade cloth torn. Roofing tiles lifted. Structural damage. Power lines down. Spotter claims could have been a tornado but dark at time so can't be sure.
31922,Rain,4140,18/12/2011 5:00,MOUNT WILLIAM,VIC,-37.2943,142.5998,
31922,Rain,4137,18/12/2011 5:15,MOCKINYA,VIC,-36.963,142.1525,
31922,Rain,4143,18/12/2011 5:40,GREAT WESTERN,VIC,-37.1984,142.8179,Western Highway at Great Western cut due to swollen creeks.
31922,Rain,4138,18/12/2011 6:00,HALLS GAP,VIC,-37.1714,142.5612,
31922,Rain,4144,18/12/2011 6:28,STAWELL,VIC,-37.0598,142.7771,
31922,Rain,4148,18/12/2011 6:30,HALLS GAP,VIC,-37.1714,142.5612,Web feedback from man who lives 7km from Halls Gap. Total rainfall unknown but his rain gauge measures up to 150mm and was overflowing from this event.
31922,Rain,4145,18/12/2011 6:40,STAWELL,VIC,-37.0598,142.7771,
31922,Rain,4141,18/12/2011 7:30,HALLS GAP,VIC,-37.1714,142.5612,
31922,Rain,4147,18/12/2011 11:00,TRENTHAM,VIC,-37.4211,144.3248,Heaviest rain Clive has ever experienced.
31922,Rain,4150,18/12/2011 11:25,MOUNT MACEDON,VIC,-37.3992,144.588,
31922,Rain,4151,18/12/2011 12:40,CRAIGIEBURN,VIC,-37.5959,144.9328,
31923,Rain,4146,19/12/2011 0:00,TOOLANGI,VIC,-37.5641,145.4602,Recorded at Mount St Leonard Melbourne Water Rain Gauge. Possibly suspect! RADAR suggests isolated showers/storms in the vicinity but do not look particularly intense.
31924,Rain,4152,24/12/2011 5:00,Dargo,VIC,-37.49,147.1658,Waterford Field Rain Gauge Station Number: 84118%D 61.2mm in 120 minutes.
31925,Hail,3754,24/12/2011 6:30,MOUNT BAW BAW,VIC,-37.8398,146.2726,Marginally severe hail. Observed 20km W of Mount Baw Baw.
31926,Hail,3755,24/12/2011 7:00,YARRA JUNCTION,VIC,-37.7834,145.6111,
31926,Hail,3756,24/12/2011 8:00,NOOJEE,VIC,-37.8982,146.0048,Reported 1-2cm hail near Noojee.
31927,Hail,3761,25/12/2011 4:30,DELAHEY,VIC,-37.721,144.7761,Extensive damage to cars. Flash flooding also reported.
31927,Hail,3766,25/12/2011 4:30,HILLSIDE,VIC,-37.6888,144.7419,
31927,Rain,4153,25/12/2011 4:30,DELAHEY,VIC,-37.721,144.7761,Golf ball size hail resulting in extensive damage to cars also reported.
31927,Hail,3757,25/12/2011 4:40,ESSENDON AIRPORT,VIC,-37.7305,144.9007,
31927,Hail,3767,25/12/2011 4:40,TAYLORS LAKES,VIC,-37.7087,144.7947,Filmed by Channel 7 News Crew.
31927,Hail,3768,25/12/2011 4:45,COBURG,VIC,-37.7396,144.9809,Time of report unknown. Entered as event and most likely time of occurrence based upon RADAR data.
31927,Hail,3769,25/12/2011 4:45,SAINT ALBANS,VIC,-37.7377,144.8029,Time of report unknown. Entered as event and most likely time of occurrence based upon RADAR data.
31927,Hail,3770,25/12/2011 4:45,BRUNSWICK,VIC,-37.7685,144.9598,Time of report unknown. Entered as event and most likely time of occurrence based upon RADAR data.
31928,Hail,3758,25/12/2011 4:49,WERRIBEE,VIC,-37.9017,144.6627,Large hail report in conjunction with rotating wall cloud.
31928,Rain,4157,25/12/2011 4:53,LAVERTON R A A F BASE,VIC,-37.8627,144.7412,
31929,Hail,3759,25/12/2011 6:05,FISKVILLE,VIC,-37.6572,144.2306,Tornado also reported.
31929,Tornado,1192,25/12/2011 6:05,FISKVILLE,VIC,-37.6572,144.2306,Rotating wall cloud first observed ~0530UTC near Fiskville. Tornado reported near Twin Lakes Road. Doppler RADAR analysis indicated Strong Mesocyclone (21.5). Large hail also reported.
31929,Hail,3760,25/12/2011 6:23,ROCKBANK,VIC,-37.7285,144.6534,Reported along Western Highway near Rockbank. Torrential rain also reported.
31929,Tornado,1195,25/12/2011 6:40,MELBOURNE AIRPORT,VIC,-37.6664,144.8458,Possible tornado '1km away' from Melbourne Airport. Date unknown but event and time entered as most likely according to RADAR data.
31929,Tornado,1193,25/12/2011 6:50,EPPING,VIC,-37.6471,145.0288,Reported near Epping Shopping Centre. Rotating wall cloud first observed ~0530UTC near Fiskville. Tornado reported near Twin Lakes Road Fiskville 0605. Doppler RADAR analysis indicated Strong Mesocyclone (21.5). Dust/debris also reported.
31929,Hail,3762,25/12/2011 7:48,YARRA GLEN,VIC,-37.6604,145.3731,Can provide photos of supercell.
31930,Rain,4156,25/12/2011 5:30,ELTHAM,VIC,-37.7258,145.1347,RADAR suggests highest intensity rainfall associated with storm with event number 31930 and hence listed under this event. Site may have been affected by another 2-3 storms.
31930,Hail,3763,25/12/2011 6:10,DIAMOND CREEK,VIC,-37.6725,145.154,5cm disk shaped hail reported. Extensive defoliation and dented cars reported.
31930,Hail,3764,25/12/2011 6:10,ELTHAM,VIC,-37.7258,145.1347,Very heavy and dense 2-3cm hail reported along with flash flooding.
31930,Rain,4154,25/12/2011 6:10,ELTHAM,VIC,-37.7258,145.1347,Very heavy and dense 2-3cm hail also reported.
31930,Hail,3765,25/12/2011 6:30,YARRA GLEN,VIC,-37.6604,145.3731,Crops flattened. 30-50mm holes punched in plastic roofing. Defoliation. Structural damage.
31930,Rain,4155,25/12/2011 6:30,YARRA GLEN,VIC,-37.6604,145.3731,Gutters overflowing. Roads awash. Creeks overflowing. Defoliation.
31931,Wind,6553,25/12/2011 9:51,Eildon,VIC,-37.21,145.84,
31932,Tornado,1194,11/01/2012 0:12,BAYSWATER,VIC,-37.8446,145.2668,"Reports from media/weather forums of a mini-tornado"" in the Bayswater area. No evidence on RADAR. Most likely period during 2130-0030UTC with cells at:%D 2154"
31932,Wind,6554,11/01/2012 0:31,St Kilda,VIC,-37.86,144.96,Associated with shower/thunderstorm.
31933,Rain,4158,4/12/2010 11:00,MILDURA AIRPORT,VIC,-34.2316,142.0815,
31934,Rain,4159,9/02/2012 9:30,Pennyroyal,VIC,-38.421,143.8348,"Pennyroyal Creek rain gauge (Station ID: 090061) received 223.0mm in the 24 hours to 9am 10 February 2012, the majority of which fell between 0930 and 1300UTC on 9 February 2012. Highest one day and February rainfall totals in 130 years of record!"
31935,Rain,4160,9/02/2012 3:00,BUCHAN CAVES,VIC,-37.5028,148.1585,"Report of considerable damage from flash flooding"". ""The local creek broke its banks and went through the car park at the caves"
31936,Rain,4161,9/02/2012 7:15,CORA LYNN,VIC,-38.1429,145.6066,
31937,Rain,4162,28/01/2012 9:50,BROADFORD,VIC,-37.2057,145.0449,Water over road reported. Verified by RADAR.
31938,Rain,4163,10/02/2012 2:30,Penshurst,VIC,-37.8824,142.4235,Slow moving thunderstorm.
31939,Rain,4164,10/02/2012 4:35,BEAUFORT,VIC,-37.4332,143.3781,Flash flooding reported with a slow-moving thunderstorm.
31940,Rain,4165,10/02/2012 6:30,CASTLEMAINE,VIC,-37.0639,144.2163,"Hail 30cm deep, defoliation, widespread water inundation reported. Large, slow moving cell on RADAR. Photos available via Bendigo Advertiser show large extent of hail covered ground and leaf litter. Also impacted Harcourt situated just north of Castlemaine."
31941,Wind,6555,16/02/2012 6:57,Eildon,VIC,-37.21,145.84,Appears to be associated with a squall line.
31942,Rain,4166,20/12/2012 0:00,ROCHESTER,VIC,-36.3613,144.6985,Daily rainfall total from Rochester Rainfall Gauge (Site #: 80049)
31943,Rain,4167,19/02/2012 23:30,Archerton,VIC,-36.9064,146.2389,
31944,Rain,4168,19/02/2012 23:30,STRATH CREEK,VIC,-37.24,145.2176,Daily rainfall total from Strath Creek rain gauge (Station #: 88158)
31945,Wind,6556,26/02/2012 9:11,MELBOURNE AIRPORT,VIC,-37.6664,144.8458,
31946,Rain,4169,26/02/2012 6:00,Rutherglen,VIC,-36.1047,146.5094,
31947,Tornado,1196,27/02/2012 4:40,MILDURA,VIC,-34.1942,142.1559,Report of possible tornado in Mildura township to SES. Roof reportedly lifted from house.
31947,Tornado,1197,27/02/2012 4:40,MILDURA AIRPORT,VIC,-34.2316,142.0815,"Photo of alleged tornado available in storm spotter log book. Damage reported at Mildura Airport: massive roller door blown clean off the wall amongst other things"" of a hanger/shed. ""Pets in crates were strewn all over the Air Express facility"
31947,Wind,6557,27/02/2012 4:41,MILDURA AIRPORT,VIC,-34.2316,142.0815,
31947,Rain,4170,27/02/2012 4:41,MILDURA AIRPORT,VIC,-34.2316,142.0815,
31948,Rain,4171,27/02/2012 4:40,BALLARAT,VIC,-37.5615,143.853,Reports of flash flooding in Ballarat. Commencement time based on RADAR data. Train effect evident on RADAR.
31948,Rain,4172,27/02/2012 6:00,BALLARAT,VIC,-37.5615,143.853,Heavy rain reported between 0600 and 0730UTC. 50mm in short period of time. Enough rainfall to collapse roof. Train effect evident on RADAR.
31949,Rain,4173,27/02/2012 9:30,Benalla,VIC,-36.6181,145.9822,
31950,Rain,4174,27/02/2012 8:00,MILL PARK,VIC,-37.6728,145.061,7 Day rainfall total to Sunday 4th March 2012 - 102.5mm.
31951,Rain,4175,27/02/2012 8:30,CASTLEMAINE,VIC,-37.0639,144.2163,Severe rainfall event reported by Castlemaine local. Rainfall totals recorded with pluviograph. Exact time unknown. Commencement time estimated from RADAR data. Train effect evident on RADAR.
31951,Rain,4176,27/02/2012 8:30,CHEWTON,VIC,-37.082,144.2584,Commencement time estimated from RADAR data. Train effect evident on RADAR.
31952,Wind,6558,14/03/2012 9:57,POINT WILSON,VIC,-38.0958,144.5361,
31953,Wind,6559,14/03/2012 6:20,ROCHESTER,VIC,-36.3613,144.6985,"Large number of calls to SES due to wind; tree branches blown down, minimal homes damaged with few roof tiles blown off etc. Winds got very strong for a few minutes"". Suspected microburst."""
31954,Rain,4177,14/03/2012 4:30,CALLAGHAN CREEK,VIC,-36.4459,147.4274,Commencement time estimated from RADAR data.
31955,Tornado,1198,6/04/2012 7:35,CORIO,VIC,-38.0755,144.3574,"Article in Geelong Advertiser 7 April 2012 (attached to Storm Spotter Logbook). %D ""Mr Moroney watched in disbelief as a mini-tornado lifted and dumped 20m of fence on his Corio home... ripped from the ground and tossed onto his shed roof and a nearby car."""
31956,Wind,6560,22/04/2012 6:44,St Kilda,VIC,-37.8642,144.9639,
31956,Hail,3771,22/04/2012 7:13,BERWICK,VIC,-38.0422,145.3476,Average size 1.4cm. Storm moving from NW to SE.
31957,Wind,6561,22/04/2012 7:17,Mount Buller,VIC,-37.145,146.4394,
31958,Hail,3772,22/04/2012 8:15,TARRAWINGEE,VIC,-36.3948,146.4469,Rugged hail reported.
31958,Rain,4178,22/04/2012 8:15,TARRAWINGEE,VIC,-36.3948,146.4469,
31959,Rain,4179,22/02/2012 5:30,Aurthurs Seat,VIC,-38.3586,144.9444,
31960,Rain,4180,24/04/2012 1:00,CRANBOURNE,VIC,-38.1061,145.2777,Local flash flooding reported between Narre Warren and Cranbourne. Cranbourne Police Station flooded. Verified with RADAR and lightning data.
31961,Tornado,1199,22/04/2012 6:34,CANIAMBO,VIC,-36.4703,145.6305,"Photos available via email chain with Ted Williams, Dean Sgarbossa, Tony Bannister, Steven McGibbony. RADAR data showed weak low-level mesocyclone with possible RFD/FFDs."
31962,Hail,3782,11/11/2011 6:30,BALLARAT,VIC,-37.5615,143.853,Commencement time estimated from RADAR data.
31963,Wind,6570,9/11/2011 7:30,WOODEND,VIC,-37.3583,144.5272,50-60 trees down via Kevin Parkyn at State Control Centre. Commencement time approximated from RADAR data.
31964,Rain,4239,9/11/2011 8:30,MILL PARK,VIC,-37.6728,145.061,Timing confirmed by RADAR data.
31965,Rain,4240,17/12/2011 19:00,MILDURA AIRPORT,VIC,-34.2316,142.0815,
31966,Tornado,1202,24/05/2012 5:30,BLACK RANGE,VIC,-37.1503,142.7567,Tornado was reported to last for about one minute and to move from the northeast before turning around and coming from the south. Considerable damage was reported including a wooden verandah lifted in its entirety and moved approximately 200m from its original location. Eye-witness reports and photos available on shared drive at S:\Victoria\Shared\SevereWx\Events
31967,Tornado,1203,16/06/2012 7:00,STRATHKELLAR,VIC,-37.7043,142.1095,Photos show funnel cloud reaching ground and tree shredded of all upper branches.
31968,Wind,6796,5/08/2012 15:10,TIDAL RIVER CAMP,VIC,-39.0314,146.3184,
31970,Wind,6797,23/08/2012 13:33,MOUNT GELLIBRAND,VIC,-38.2342,143.7912,
31971,Wind,6798,23/08/2012 3:58,AIREYS INLET,VIC,-38.464,144.0991,50kt wind gusts recorded at Airey's Inlet with severe thunderstorms eventuating. %D
31972,Wind,6799,23/08/2012 4:30,AVALON,VIC,-38.0861,144.4288,Severe thunderstorms with maximum wind gusts of 48kts measured at Avalon. %D
31973,Hail,3909,23/08/2012 6:15,BULLEEN,VIC,-37.777,145.0901,"Intense hail, around 8mm in diameter was %D reported at Bulleen along with violent wind squalls and local flash flooding.%D"
31974,Wind,6801,29/11/2012 9:30,HOPETOUN AERODROME,VIC,-35.715,142.3587,Wind gusts of 41kts in Hopetoun. %D
31974,Wind,6800,29/11/2012 10:00,WALPEUP,VIC,-35.1386,142.0198,
31975,Wind,6802,29/11/2012 11:00,SWAN HILL,VIC,-35.342,143.5616,"Severe winds reported by the AWS obs at Swan Hill. Gusts of 47kts, and 39kt winds at 9:56pm."
31977,Hail,3911,30/11/2012 11:00,BALLARAT,VIC,-37.5604,143.8575,WDSS hail reported to be 12cm. Metro warnings issued at approximately 9pm. %D Hail damage at Palliative Care Hospital.
31977,Wind,6803,30/11/2012 11:45,BALLARAT,VIC,-37.5604,143.8575,"Ballarat Damage: 200 calls for assistance.%D Trees through houses/roofs/power lines.%D 6000 without power.%D Wind Damage at Elmhurst, possible tornado.%D Hail damage at hospiatl. %D Gusts to 47kts at 1145Z"
31978,Wind,6804,13/12/2012 4:50,LAVERTON,VIC,-37.8651,144.7718,
31984,Rain,4856,14/02/2013 16:00,BRIGHT,VIC,-36.727,146.9619,
31985,Rain,4857,14/02/2013 15:00,Gisborne,VIC,-37.4681,144.5643,
31986,Rain,4858,14/02/2013 6:00,BALLARAT AIRFIELD,VIC,-37.5106,143.7923,
31987,Wind,6868,21/03/2013 20:00,HAMILTON AERODROME,VIC,-37.6452,142.0655,Damanging winds (trees down)
31988,Rain,4859,26/02/2013 14:00,BRIGHT,VIC,-36.727,146.9619,
31989,Rain,4860,27/02/2013 16:00,WALLAN,VIC,-37.4146,144.9773,
31990,Wind,6869,27/02/2013 18:45,RUSHWORTH,VIC,-36.5887,145.0125,Reports strong winds (hse damage) Rushworth IGA and retirement home roof off.
31990,Rain,4861,27/02/2013 19:00,SHEPPARTON,VIC,-36.3818,145.4024,Reported Shepparton and Heathcote flooding and building damage (probably hail)
31991,Tornado,1236,21/03/2013 19:40,Rutherglen,VIC,-36.0577,146.4615,Extensive damage 
31992,Tornado,1237,21/03/2013 0:00,SWANPOOL,VIC,-36.7489,145.9997,Damage to vegetation cosistent with tornado: ~100m wide path of trees damaged/defoliated. (Fully established Red Gums destroyed). Trees >100m not damaged.
31993,Tornado,1238,21/03/2013 0:00,MANSFIELD,VIC,-37.0561,146.0867,2 tornados (possibly) causing damage with bowing line segement and roof damage
31994,Tornado,1239,21/03/2013 0:00,BENALLA AERODROME,VIC,-36.5524,145.9988,photograph taken of tornado
31995,Tornado,1240,21/03/2013 4:00,KERANG,VIC,-35.7323,143.9189,Photo of tornado. No reported Damage.
31996,Tornado,1259,7/07/2013 8:00,Knowsley,VIC,-36.81,144.66,"Report from CFA of heavy tree damage in a narrow path approximately 400m long. Damage was reportedly in all directions. Review of radar data shows long-lasting, left-moving cell in the vicinity of the reported damage."
31997,Tornado,1260,15/07/2013 7:15,YARRAWONGA,VIC,-32.3567,149.6679,Photo sent in from storm spotter of funnel cloud not reaching ground.
31997,Tornado,1261,15/07/2013 7:15,YARRAWONGA,VIC,-32.3567,149.6679,Photo sent in from storm spotter of funnel cloud not reaching ground.
31998,Hail,3993,21/09/2013 12:30,HAVEN PUBLIC HALL,VIC,-36.7426,142.194,
31999,Wind,7099,19/09/2013 13:00,MILDURA,VIC,-34.1942,142.1559,"SES reported around 10 jobs including tiles off rooves, trees blown over and windows blown out. Nearest AWS (Mildura) shows a gust of 31 knots but damage indicates stronger."
32000,Hail,3994,22/10/2013 8:00,GOORAMADDA,VIC,-36.0022,146.5429,
32000,Wind,7100,22/10/2013 8:10,BARNAWARTHA NORTH,VIC,-36.0722,146.7346,Reports of possible tornado at Barnawartha North. Several houses damaged and trees down. Strong mesocyclone evident in Doppler associated with line of intense reflectivity.
32001,Rain,4971,22/10/2013 7:20,HAVEN PUBLIC HALL,VIC,-36.7426,142.194,Storm spotter reported gutters overflowing and water in paddocks as a result of 24mm of rain in 30 minutes.
32001,Wind,7101,22/10/2013 8:40,ARARAT,VIC,-37.2856,142.9222,Reports of 'mini-tornado' in the media. Photos show a brick wall that was blown over as well as sheet metal and other debris (including solid looking metal structures) wrapped around a tree. No confirmation from obs of a funnel cloud though.
32002,Tornado,1262,23/11/2013 2:00,BATESFORD,VIC,-38.0833,144.2666,Photo of funnel cloud not reaching the ground.
32003,Tornado,1263,24/10/2013 1:00,MULGRAVE,VIC,-37.9215,145.166,Photo of funnel cloud not reaching the ground.
32004,Tornado,1264,5/12/2013 3:25,BANGHOLME,VIC,-38.0503,145.1651,Photo of funnel cloud not reaching the ground.
32005,Wind,7102,19/12/2013 9:22,SHEPPARTON AERODROME,VIC,-36.4312,145.3891,
32006,Wind,7103,22/12/2013 8:01,FAWKNER BEACON,VIC,-37.9106,144.9268,
32007,Wind,7309,14/01/2014 10:00,HORSHAM,VIC,-36.7146,142.1981,
32007,Wind,7310,14/01/2014 10:00,LONGERENONG,VIC,-36.6947,142.3997,
32007,Wind,7311,14/01/2014 11:50,LAVERTON,VIC,-37.8597,144.7713,
32008,Rain,5154,15/01/2014 7:05,HORSHAM,VIC,-36.7146,142.1981,"Heavy rain was described as being deafening on tin roof, with strong winds and lightning and thunder also reported, no further details or measurements given."
32008,Wind,7318,16/01/2014 7:17,MILL PARK,VIC,-37.6728,145.061,
32008,Rain,5155,16/01/2014 9:40,MILL PARK,VIC,-37.6728,145.061,Gusts in excess of 40 knots also reported
32010,Wind,7319,19/02/2014 6:42,SWAN HILL,VIC,-35.342,143.5616,
32010,Rain,5156,19/02/2014 7:05,GEELONG,VIC,-38.1502,144.3558,
32011,Wind,7320,15/03/2014 4:37,HOPETOUN,VIC,-35.7303,142.3623,
32011,Wind,7321,15/03/2014 5:31,AIREYS INLET,VIC,-38.464,144.0991,
32011,Wind,7322,15/03/2014 6:33,AVALON,VIC,-38.0861,144.4288,
32011,Rain,5158,15/03/2014 8:05,WYNDHAM VALE,VIC,-37.8644,144.6013,
32011,Rain,5157,15/03/2014 12:30,MYRTLEFORD,VIC,-36.5635,146.7262,Roads awash
32012,Rain,5159,21/03/2014 3:00,SILVER CREEK,VIC,-36.3787,146.7313,
32012,Rain,5161,21/03/2014 5:50,BRIGHT,VIC,-36.7306,146.9608,
32012,Rain,5160,21/03/2014 6:15,MOUNT BAW BAW,VIC,-37.8398,146.2726,
32012,Rain,5162,21/03/2014 7:30,BEECHWORTH,VIC,-36.3642,146.6879,
32014,Rain,5163,27/03/2014 7:00,GEELONG,VIC,-38.1502,144.3558,
32015,Wind,7323,27/05/2014 5:30,ECHUCA,VIC,-36.1298,144.7508,"15 Jobs with SES including roof tiles, trees down and dislodged, and trees over roads and powerlines."
32016,Hail,4049,26/02/2014 4:25,MITTA MITTA,VIC,-36.7967,147.525,
32018,Rain,5165,9/09/2014 3:30,GLEN FORBES,VIC,-38.4593,145.5444,
32018,Rain,5164,9/09/2014 4:25,ESSENDON,VIC,-37.7531,144.908,
32018,Hail,4050,9/09/2014 5:30,RINGWOOD MAGISTRATES COURT,VIC,-37.8142,145.2255,no significant wind
32018,Hail,4051,9/09/2014 5:30,BAYSWATER SECONDARY COLLEGE,VIC,-37.8396,145.2612,
32019,Wind,7324,30/09/2014 4:30,DERRIMUT,VIC,-37.8124,144.7495,
32020,Wind,7326,12/10/2014 6:47,MOUNT HOTHAM,VIC,-36.9766,147.1315,
32021,Wind,7327,13/10/2014 7:30,TAWONGA,VIC,-36.6881,147.1444,
32021,Hail,4052,13/10/2014 7:30,TAWONGA,VIC,-36.6881,147.1444,
32022,Wind,7328,14/10/2014 3:00,TAWONGA,VIC,-36.6881,147.1444,Ongoing wind throughout the day.
32023,Wind,7329,22/10/2014 5:18,HORSHAM,VIC,-36.7146,142.1981,
32024,Tornado,1276,22/11/2014 0:00,GOL GOL BEND,VIC,-34.1828,142.2154,"Destructive storms, localised hail and intense rain reported, though not with any specific detail. AWS no report of severity."
32025,Wind,7330,24/11/2014 3:08,SWAN HILL HOSPITAL,VIC,-35.3422,143.555,
